FICE (Federal ID number),College name,State (postal code),School Type,Average Math SAT score,Average Verbal SAT score,Average Combined SAT score,Average ACT score,First quartile - Math SAT,Third quartile - Math SAT,First quartile - Verbal SAT,Third quartile - Verbal SAT,First quartile - ACT,Third quartile - ACT,Number of applications received,Number of applicants accepted,Number of new students enrolled,Pct. new students from top 10% of H.S. class,Pct. new students from top 25% of H.S. class,Number of fulltime undergraduates,Number of parttime undergraduates,In-state tuition,Out-of-state tuition,Room and board costs,Room costs,Board costs,Additional fees,Estimated book costs,Estimated personal spending,Pct. of faculty with Ph.D.'s,Pct. of faculty with terminal degree,Student/faculty ratio,Pct.alumni who donate,Instructional expenditure per student,Graduation rate,Private,Public
1155,San Jose State University,CA,Public,467.0,371.0,838.0,19.0,380.0,540.0,300.0,440.0,16.0,21.0,5210.0,4094.0,1420.0,25.67197750702905,52.35,14392.0,7263.0,1976.0,8820.0,4224.0,1680.0,2544.0,194.0,350.0,2204.0,72.0,74.0,17.4,6.0,5957.0,46.0,0,1
1156,Sonoma State University,CA,Public,482.0,486.0,968.0,22.0,410.0,540.0,370.0,500.0,19.0,25.0,2726.0,982.0,557.0,47.0,84.0,4239.0,1259.0,7897.274371069182,7830.0,5189.0,3348.0,1841.0,2106.0,610.0,1650.0,79.0,86.0,16.1,1.0,7304.0,40.0,0,1
1157,California State University at Stanislaus,CA,Public,449.0,400.0,849.0,19.0,403.2537637435972,494.7462362564028,360.67772052771244,439.32227947228756,17.259858154496555,20.740141845503445,1042.0,830.0,461.0,25.67197750702905,52.35,2895.0,1678.0,1584.0,8868.0,5300.0,2514.6819571865444,2060.983830845771,392.0126459143969,650.0,1389.2917038358607,89.0,94.0,15.3,9.0,7333.0,60.40531561461794,0,1
1158,United States International University,CA,Private,464.0,431.0,895.0,19.0,380.0,570.0,350.0,490.0,17.259858154496555,20.740141845503445,322.0,168.0,51.0,25.67197750702905,52.35,237.0,67.0,11760.0,11760.0,4225.0,4225.0,2060.983830845771,90.0,630.0,1836.0,90.0,90.0,15.7,20.91296296296296,10317.0,23.0,1,0
1164,Chapman University,CA,Private,501.0,456.0,957.0,22.0,430.0,560.0,400.0,500.0,19.0,24.0,959.0,771.0,351.0,23.0,48.0,1662.0,209.0,16624.0,16624.0,5895.0,5895.0,2060.983830845771,521.0,600.0,1100.0,72.0,80.0,12.8,6.0,12692.0,47.0,1,0
1170,Claremont McKenna College,CA,Private,670.0,600.0,1270.0,28.0,620.0,720.0,560.0,640.0,26.0,30.0,1860.0,767.0,227.0,71.0,93.0,887.0,1.0,17000.0,17000.0,6010.0,3160.0,2850.0,140.0,500.0,850.0,99.0,99.0,9.6,52.0,18443.0,87.0,1,0
1171,Harvey Mudd College,CA,Private,740.0,630.0,1370.0,22.234338747099766,710.0,770.0,580.0,690.0,19.716602984622803,24.59198170215222,1377.0,572.0,178.0,95.0,100.0,654.0,5.0,17230.0,17230.0,6690.0,3320.0,3370.0,465.0,700.0,900.0,100.0,100.0,8.2,46.0,21569.0,100.0,1,0
1172,Pitzer College,CA,Private,590.0,560.0,1150.0,26.0,540.0,630.0,530.0,610.0,24.0,29.0,1133.0,630.0,220.0,37.0,73.0,750.0,30.0,17688.0,17688.0,5900.0,3192.0,2708.0,1548.0,650.0,850.0,100.0,100.0,10.4,11.0,14820.0,73.0,1,0
1173,Pomona College,CA,Private,700.0,640.0,1340.0,31.0,650.0,730.0,600.0,680.0,29.259858154496555,32.740141845503445,3037.0,1130.0,390.0,80.0,98.0,1500.0,1081.5267716535434,17720.0,17720.0,7220.0,2514.6819571865444,2060.983830845771,180.0,800.0,1000.0,94.0,98.0,8.9,47.0,20682.0,91.0,1,0
1174,Scripps College,CA,Private,590.0,560.0,1150.0,26.0,540.0,640.0,500.0,610.0,24.259858154496555,27.740141845503445,855.0,632.0,139.0,60.0,83.0,569.0,7.0,17238.0,17238.0,7350.0,3500.0,3850.0,112.0,600.0,800.0,95.0,100.0,8.2,41.0,18372.0,73.0,1,0
1179,College of Notre Dame,CA,Private,450.0,425.0,875.0,20.5,390.0,510.0,380.0,470.0,18.0,23.0,344.0,264.0,97.0,11.0,42.0,500.0,331.0,12600.0,12600.0,5520.0,5520.0,2060.983830845771,392.0126459143969,630.0,2250.0,77.0,80.0,10.4,7.0,9773.0,43.0,1,0
1183,Holy Names College,CA,Private,450.0,448.0,898.0,22.234338747099766,390.0,500.0,400.0,470.0,19.716602984622803,24.59198170215222,258.0,157.0,43.0,25.67197750702905,52.35,273.0,317.0,11480.0,11480.0,5280.0,2514.6819571865444,2060.983830845771,290.0,630.0,2034.0,75.0,75.0,7.8,41.0,10362.0,44.0,1,0
1196,Dominican College of San Rafael,CA,Private,452.0,432.0,884.0,22.234338747099766,390.0,520.0,380.0,470.0,19.716602984622803,24.59198170215222,213.0,173.0,75.0,25.67197750702905,52.35,648.0,150.0,12790.0,12790.0,6100.0,6100.0,2060.983830845771,250.0,650.0,2250.0,56.0,63.0,11.6,29.0,8966.0,50.0,1,0
1215,La Sierra University,CA,Private,468.0,420.0,888.0,20.0,380.0,520.0,350.0,470.0,18.0,23.0,659.0,530.0,325.0,25.67197750702905,52.35,1067.0,268.0,12180.0,12180.0,3885.0,2160.0,1695.0,195.0,683.0,2438.0,69.0,76.0,12.6,14.0,8294.0,49.0,1,0
1216,University of La Verne,CA,Private,472.0,431.0,903.0,22.0,400.0,540.0,362.0,475.0,16.0,25.0,1597.0,969.0,226.0,16.0,38.0,1431.0,1522.0,13540.0,13540.0,5050.0,5050.0,2060.983830845771,392.0126459143969,630.0,2298.0,66.0,68.0,14.1,23.0,10139.0,47.0,1,0
1236,Menlo College,CA,Private,447.0,382.0,829.0,19.0,370.0,510.0,320.0,440.0,17.259858154496555,20.740141845503445,315.0,275.0,115.0,25.67197750702905,52.35,553.0,9.0,13975.0,13975.0,6200.0,6200.0,2060.983830845771,690.0,500.0,1389.2917038358607,46.0,46.0,15.4,5.0,11304.0,60.40531561461794,1,0
1238,Mills College,CA,Private,520.0,530.0,1050.0,25.0,480.0,600.0,470.0,610.0,23.259858154496555,26.740141845503445,529.0,414.0,132.0,32.0,66.0,781.0,43.0,14100.0,14100.0,6000.0,2514.6819571865444,3000.0,442.0,600.0,1370.0,68.64566929133858,99.0,10.3,24.0,14299.0,64.0,1,0
1243,Mount St. Mary's College,CA,Private,506.0,466.0,972.0,21.0,430.0,560.0,390.0,520.0,19.259858154496555,22.740141845503445,657.0,537.0,113.0,37.0,90.0,1039.0,466.0,12474.0,12474.0,5678.0,5678.0,2060.983830845771,425.0,630.0,1278.0,53.0,71.0,11.9,19.0,10613.0,72.0,1,0
1249,Occidental College,CA,Private,570.0,510.0,1080.0,22.234338747099766,500.0,640.0,440.0,560.0,19.716602984622803,24.59198170215222,2324.0,1319.0,370.0,52.0,81.0,1686.0,35.0,16560.0,16560.0,5140.0,2980.0,2160.0,334.0,558.0,1152.0,91.0,93.0,10.5,30.0,16196.0,79.0,1,0
1252,Pacific Christian College,CA,Private,474.0,426.0,900.0,22.0,400.0,540.0,340.0,490.0,20.0,26.0,167.0,142.0,89.0,9.0,41.0,414.0,165.0,6500.0,6500.0,3000.0,3000.0,2060.983830845771,490.0,500.0,1389.2917038358607,38.0,38.0,10.7,6.0,5612.0,67.0,1,0
1253,Fresno Pacific College,CA,Private,532.0,476.0,1008.0,22.0,470.0,590.0,410.0,530.0,20.0,25.0,346.0,274.0,146.0,51.0,87.0,704.0,63.0,9900.0,9900.0,3670.0,1500.0,2170.0,174.0,630.0,1818.0,59.0,59.0,10.5,14.0,8095.0,54.0,1,0
1258,Pacific Union College,CA,Private,512.9771739130434,466.6125,979.3584598698482,22.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.0,25.0,940.0,668.0,385.0,20.0,48.0,1316.0,139.0,11925.0,11925.0,3825.0,1590.0,2235.0,392.0126459143969,630.0,1926.0,48.0,87.0,12.3,12.0,9157.0,69.0,1,0
1262,Point Loma Nazarene College,CA,Private,472.0,425.0,897.0,21.0,390.0,540.0,360.0,490.0,19.0,23.0,809.0,687.0,428.0,20.0,43.0,1889.0,217.0,10176.0,10178.0,4190.0,2514.6819571865444,2060.983830845771,134.0,800.0,750.0,71.0,71.0,16.1,19.0,7895.0,54.0,1,0
1264,Pepperdine University,CA,Private,585.0,514.0,1099.0,25.0,510.0,630.0,450.0,550.0,22.0,28.0,3821.0,2037.0,680.0,86.0,96.0,2488.0,625.0,18200.0,18200.0,6770.0,3750.0,3020.0,70.0,500.0,700.0,95.0,98.0,11.6,13.0,16185.0,66.0,1,0
1293,Southern California College,CA,Private,466.0,443.0,909.0,21.0,360.0,540.0,350.0,480.0,19.0,26.0,385.0,340.0,193.0,18.0,38.0,784.0,127.0,9520.0,9520.0,4124.0,1980.0,2144.0,340.0,630.0,1818.0,63.0,65.0,18.6,11.0,8219.0,43.0,1,0
1302,St. Mary's College of California,CA,Private,549.0,483.0,1032.0,22.234338747099766,501.0,598.0,432.0,538.0,19.716602984622803,24.59198170215222,2643.0,1611.0,465.0,36.0,80.0,2615.0,248.0,13332.0,13332.0,6354.0,3177.0,3177.0,120.0,630.0,1584.0,88.0,89.0,16.1,17.0,9619.0,78.0,1,0
1305,Stanford University,CA,Private,736.0,665.0,1401.0,31.0,650.0,750.0,580.0,690.0,26.0,33.0,13608.0,2926.0,1616.0,88.0,97.0,6573.0,1081.5267716535434,18669.0,18669.0,6795.0,2514.6819571865444,2060.983830845771,392.0126459143969,840.0,1355.0,68.64566929133858,99.0,9.7,25.0,33629.0,96.0,1,0
1312,University of California at Berkeley,CA,Public,654.0,564.0,1218.0,22.234338747099766,590.0,730.0,500.0,640.0,19.716602984622803,24.59198170215222,19873.0,8252.0,3215.0,95.0,100.0,19532.0,2061.0,3949.0,11648.0,6246.0,2514.6819571865444,2060.983830845771,392.0126459143969,636.0,1933.0,93.0,97.0,15.8,10.0,13919.0,78.0,0,1
1313,University of California at Davis,CA,Public,585.0,485.0,1070.0,24.0,520.0,650.0,420.0,560.0,21.0,27.0,16343.0,11399.0,3124.0,95.0,100.0,15429.0,1888.0,7897.274371069182,7699.0,5285.0,2514.6819571865444,2060.983830845771,4374.0,841.0,2374.0,68.64566929133858,98.0,14.5,11.0,15873.0,76.0,0,1
1314,University of California at Irvine,CA,Public,574.0,455.0,1029.0,22.234338747099766,510.0,640.0,390.0,510.0,19.716602984622803,24.59198170215222,15698.0,10775.0,2478.0,85.0,100.0,12677.0,864.0,4325.0,12024.0,5302.0,2514.6819571865444,2060.983830845771,392.0126459143969,790.0,1818.0,96.0,96.0,16.1,11.0,15934.0,66.0,0,1
1315,University of California at Los Angeles,CA,Public,621.0,520.0,1141.0,22.234338747099766,558.0,700.0,460.0,590.0,19.716602984622803,24.59198170215222,22165.0,10435.0,3591.0,93.0,100.0,21637.0,1255.0,7897.274371069182,7689.0,5580.0,2514.6819571865444,2060.983830845771,3894.0,850.0,1255.0,97.0,99.0,11.8,9.0,20260.0,77.0,0,1
1316,University of California at Riverside,CA,Public,542.0,440.0,982.0,23.0,470.0,620.0,360.0,510.0,19.0,25.0,9798.0,7566.0,1470.0,80.0,100.0,6922.0,265.0,7897.274371069182,7699.0,5430.0,2514.6819571865444,2060.983830845771,4092.0,780.0,1350.0,98.0,99.0,13.4,8.0,12528.0,62.0,0,1
1317,University of California at San Diego,CA,Public,616.0,515.0,1131.0,26.0,560.0,680.0,460.0,570.0,23.0,28.0,19433.0,11469.0,2481.0,95.0,100.0,13738.0,711.0,7897.274371069182,7699.0,6607.0,2514.6819571865444,2060.983830845771,4128.0,630.0,1935.0,100.0,100.0,13.9,6.0,17674.0,66.0,0,1
1320,University of California at Santa Barbara,CA,Public,547.0,459.0,1006.0,22.234338747099766,520.0,610.0,400.0,490.0,19.716602984622803,24.59198170215222,16663.0,14141.0,3239.0,90.0,100.0,15638.0,693.0,7897.274371069182,11218.0,5990.0,2514.6819571865444,2060.983830845771,4372.0,630.0,2045.0,96.0,100.0,18.9,6.0,9475.0,69.0,0,1
1321,University of California at Santa Cruz,CA,Public,554.0,505.0,1059.0,22.234338747099766,490.0,620.0,440.0,580.0,19.716602984622803,24.59198170215222,10758.0,8559.0,1717.0,94.0,100.0,8713.0,607.0,7897.274371069182,7699.0,6081.0,6081.0,2060.983830845771,4110.0,633.0,1191.0,94.0,100.0,21.3,10.0,10860.0,59.0,0,1
1322,University of Redlands,CA,Private,540.0,495.0,1035.0,23.5,470.0,610.0,450.0,540.0,21.0,26.0,1498.0,1219.0,306.0,26.0,63.0,1369.0,1587.0,16530.0,16530.0,6205.0,2795.0,3410.0,405.0,600.0,1389.2917038358607,81.0,87.0,8.9,25.0,10685.0,73.0,1,0
1325,University of San Francisco,CA,Private,514.0,463.0,977.0,21.0,450.0,590.0,390.0,520.0,20.0,25.0,2306.0,1721.0,538.0,23.0,48.0,4309.0,549.0,13226.0,13226.0,6452.0,3846.0,2606.0,100.0,750.0,2450.0,86.0,86.0,13.6,8.0,10074.0,62.0,1,0
1326,Santa Clara University,CA,Private,575.0,490.0,1065.0,22.234338747099766,520.0,630.0,440.0,540.0,19.716602984622803,24.59198170215222,4019.0,2779.0,888.0,40.0,73.0,3891.0,128.0,13584.0,13584.0,5928.0,5928.0,2060.983830845771,396.0,630.0,1278.0,88.0,92.0,13.9,19.0,10872.0,100.0,1,0
1328,University of Southern California,CA,Private,592.0,498.0,1090.0,25.0,520.0,660.0,430.0,570.0,22.0,28.0,12229.0,8498.0,2477.0,45.0,71.0,13259.0,1429.0,17230.0,17230.0,6482.0,3566.0,2916.0,330.0,600.0,2210.0,90.0,94.0,11.4,10.0,17007.0,68.0,1,0
1329,University of the Pacific,CA,Private,531.0,444.0,975.0,22.234338747099766,460.0,620.0,400.0,540.0,19.716602984622803,24.59198170215222,2459.0,1997.0,582.0,36.0,66.0,2664.0,299.0,16320.0,16320.0,5326.0,2514.6819571865444,2060.983830845771,330.0,646.0,1171.0,87.0,94.0,11.2,14.0,13706.0,65.0,1,0
1341,Westmont College,CA,Public,550.0,501.0,1051.0,24.0,480.0,620.0,450.0,550.0,22.0,26.0,950.0,713.0,351.0,42.0,72.0,1276.0,9.0,14320.0,14320.0,5304.0,3080.0,2224.0,866.0,490.0,1410.0,77.0,77.0,14.9,17.0,8837.0,87.0,0,1
1342,Whittier College,CA,Private,507.0,454.0,961.0,22.234338747099766,430.0,580.0,390.0,510.0,19.716602984622803,24.59198170215222,1681.0,1069.0,344.0,35.0,63.0,1235.0,30.0,16249.0,16249.0,5699.0,5699.0,2060.983830845771,579.0,500.0,1998.0,84.0,92.0,13.6,29.0,11778.0,52.0,1,0
1343,Woodbury University,CA,Private,441.0,381.0,822.0,20.0,380.0,500.0,320.0,430.0,17.0,22.0,349.0,313.0,111.0,25.67197750702905,52.35,765.0,191.0,13020.0,13020.0,5490.0,2514.6819571865444,2060.983830845771,840.0,900.0,2160.0,28.0,60.0,13.5,2.0,6944.0,54.0,1,0
2741,University of Judaism,CA,Private,551.0,489.0,1040.0,22.234338747099766,510.0,620.0,420.0,600.0,19.716602984622803,24.59198170215222,52.0,36.0,18.0,25.67197750702905,52.35,88.0,12.0,10560.0,10560.0,6200.0,2514.6819571865444,2060.983830845771,428.0,825.0,2325.0,100.0,100.0,7.2,20.91296296296296,31012.0,55.0,1,0
3948,San Francisco Art Institute,CA,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,177.0,136.0,41.0,25.67197750702905,52.35,438.0,103.0,14500.0,14500.0,5600.0,5600.0,2060.983830845771,392.0126459143969,1200.0,1620.0,68.64566929133858,100.0,14.4,20.91296296296296,9742.0,30.0,1,0
7993,California State Univ. at Bakersfield,CA,Public,450.0,392.0,842.0,21.0,404.2537637435972,495.7462362564028,352.67772052771244,431.32227947228756,19.259858154496555,22.740141845503445,941.0,643.0,415.0,25.67197750702905,66.0,2571.0,1263.0,1204.0,8725.0,3475.0,2514.6819571865444,3475.0,914.0,300.0,1389.2917038358607,82.0,94.0,13.4,20.91296296296296,8987.890736342042,24.0,0,1
10395,University of San Diego,CA,Private,548.0,490.0,1038.0,22.234338747099766,500.0,600.0,450.0,520.0,19.716602984622803,24.59198170215222,3934.0,2735.0,886.0,40.0,70.0,3698.0,217.0,13600.0,13600.0,5940.0,2514.6819571865444,2060.983830845771,100.0,630.0,1820.0,93.0,96.0,15.6,13.0,10813.0,66.0,1,0
10448,Thomas Aquinas College,CA,Private,589.0,583.0,1172.0,22.234338747099766,543.2537637435972,634.7462362564028,543.6777205277124,622.3222794722876,19.716602984622803,24.59198170215222,125.0,87.0,67.0,22.0,59.0,208.0,1081.5267716535434,13400.0,13400.0,5200.0,2514.6819571865444,2060.983830845771,392.0126459143969,300.0,1400.0,68.0,68.0,10.9,43.0,11513.0,71.0,1,0
11649,Loyola Marymount University,CA,Private,549.0,485.0,1034.0,22.234338747099766,480.0,600.0,420.0,530.0,19.716602984622803,24.59198170215222,3768.0,2662.0,753.0,42.0,64.0,3558.0,436.0,13592.0,13592.0,5916.0,3276.0,2640.0,176.0,545.0,1328.0,84.0,88.0,14.2,10.0,11677.0,84.0,1,0
29059,Concordia University,CA,Private,485.0,420.0,905.0,22.0,400.0,570.0,360.0,490.0,19.0,24.0,688.0,497.0,144.0,30.0,75.0,641.0,101.0,10800.0,10800.0,4440.0,2520.0,1920.0,690.0,570.0,1515.0,55.0,60.0,13.1,13.0,8415.0,55.0,1,0
1345,Adams State College,CO,Public,512.9771739130434,466.6125,979.3584598698482,21.0,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,18.0,24.0,1508.0,1259.0,569.0,16.0,44.0,1922.0,232.0,1386.0,1672.0,3730.0,1820.0,1910.0,374.0,520.0,2200.0,63.0,67.0,27.9,20.91296296296296,3897.0,60.0,0,1
1347,Colorado College,CO,Private,615.0,565.0,1180.0,27.5,560.0,670.0,510.0,620.0,25.0,30.0,3207.0,1577.0,490.0,56.0,87.0,1892.0,7.0,17142.0,17142.0,4190.0,2114.0,2076.0,120.0,450.0,1200.0,85.0,97.0,11.3,51.0,14664.0,84.0,1,0
1349,University of Northern Colorado,CO,Public,480.0,440.0,920.0,22.0,420.0,540.0,380.0,480.0,19.0,24.0,5530.0,4007.0,1697.0,12.0,37.0,8463.0,1498.0,1829.0,7731.0,4128.0,2514.6819571865444,2060.983830845771,398.0,540.0,2286.0,75.0,75.0,21.5,8.0,6309.0,40.0,0,1
1350,Colorado State University,CO,Public,545.0,479.0,1024.0,25.0,490.0,610.0,430.0,540.0,22.0,27.0,9478.0,6312.0,2194.0,29.0,65.0,15646.0,1829.0,2124.0,8412.0,4180.0,4180.0,2060.983830845771,585.0,470.0,1800.0,87.0,89.0,19.2,10.0,7850.0,59.0,0,1
1353,Fort Lewis College,CO,Public,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,3440.0,2823.0,1123.0,16.0,35.0,3793.0,486.0,1450.0,6198.0,3320.0,1820.0,1500.0,327.0,500.0,2500.0,89.0,97.0,19.1,6.0,4362.0,46.0,0,1
1358,Mesa State College,CO,Public,451.0,400.0,851.0,20.0,405.2537637435972,496.7462362564028,360.67772052771244,439.32227947228756,16.0,25.0,1584.0,1456.0,891.0,6.0,18.0,3471.0,911.0,1434.0,5016.0,3798.0,1782.0,2016.0,380.0,540.0,2256.0,48.0,48.0,28.8,12.0,3871.0,59.0,0,1
1360,Metropolitan State College,CO,Public,448.0,407.0,855.0,20.0,380.0,510.0,330.0,460.0,17.0,22.0,3512.0,2975.0,1662.0,6.0,23.0,9544.0,8177.0,1494.0,5790.0,4162.106851549755,2514.6819571865444,2060.983830845771,129.0,500.0,1205.0,75.0,73.0,21.1,14.0,4400.0,25.0,0,1
1363,Regis University,CO,Private,487.0,442.0,929.0,22.0,441.2537637435972,532.7462362564028,402.67772052771244,481.32227947228756,20.259858154496555,23.740141845503445,1107.0,904.0,308.0,25.67197750702905,52.35,1142.0,27.0,12700.0,12700.0,5480.0,2700.0,2780.0,60.0,520.0,1170.0,90.0,90.0,14.8,15.0,8987.890736342042,53.0,1,0
1365,University of Southern Colorado,CO,Public,480.0,428.0,908.0,20.0,400.0,530.0,330.0,460.0,17.0,23.0,1401.0,1239.0,605.0,10.0,34.0,3716.0,675.0,1644.0,7100.0,4380.0,1756.0,2624.0,324.0,540.0,2948.0,63.0,88.0,19.4,0.0,5389.0,36.0,0,1
1369,United States Air Force Academy,CO,Public,660.0,560.0,1220.0,22.234338747099766,620.0,700.0,520.0,600.0,19.716602984622803,24.59198170215222,9557.0,1605.0,1160.0,72.0,95.0,4236.0,1081.5267716535434,7897.274371069182,9276.905616224649,4162.106851549755,2514.6819571865444,2060.983830845771,392.0126459143969,549.9728867623604,1389.2917038358607,40.0,40.0,8.2,20.91296296296296,35754.0,88.0,0,1
1370,University of Colorado at Boulder,CO,Public,565.0,490.0,1055.0,25.0,500.0,630.0,440.0,540.0,22.0,28.0,14063.0,9320.0,3436.0,28.0,65.0,18465.0,1541.0,2230.0,12563.0,3811.0,3811.0,2060.983830845771,459.0,540.0,2319.0,90.0,90.0,19.9,20.91296296296296,8703.0,66.0,0,1
1371,University of Denver,CO,Private,540.0,470.0,1010.0,24.0,470.0,590.0,430.0,540.0,21.0,27.0,2974.0,2001.0,580.0,29.0,60.0,2666.0,554.0,15192.0,15192.0,4695.0,4695.0,2060.983830845771,330.0,400.0,1350.0,84.0,91.0,15.9,21.0,11762.0,67.0,1,0
1372,Western State College of Colorado,CO,Public,470.0,420.0,890.0,21.0,400.0,520.0,360.0,470.0,18.0,22.0,2702.0,1623.0,604.0,7.0,24.0,2315.0,146.0,1819.0,5918.0,3755.0,1936.0,1819.0,507.0,500.0,2050.0,76.0,79.0,19.4,4.0,4599.0,52.0,0,1
4509,University of Colorado at Colorado Springs,CO,Public,510.0,455.0,965.0,23.5,450.0,570.0,400.0,510.0,21.0,26.0,826.0,620.0,318.0,12.0,39.0,2570.0,1569.0,2475.0,8090.0,5544.0,2514.6819571865444,2060.983830845771,392.0126459143969,540.0,2888.0,93.0,93.0,15.0,20.91296296296296,6236.0,60.40531561461794,0,1
6740,University of Colorado at Denver,CO,Public,529.0,478.0,1007.0,23.0,483.2537637435972,574.7462362564028,438.67772052771244,517.3222794722876,21.259858154496555,24.740141845503445,1199.0,562.0,261.0,30.0,74.0,3805.0,2728.0,1828.0,9244.0,4162.106851549755,2514.6819571865444,2060.983830845771,240.0,520.0,2138.0,89.0,96.0,18.1,6.0,7996.0,24.0,0,1
9401,Colorado Christian University,CO,Private,445.0,422.0,867.0,21.0,399.2537637435972,490.7462362564028,382.67772052771244,461.32227947228756,19.259858154496555,22.740141845503445,735.0,583.0,310.0,9.0,52.35,1001.0,65.0,6720.0,6720.0,3480.0,3480.0,2060.983830845771,550.0,400.0,3725.0,56.0,56.0,8.6,2.0,4588.0,60.40531561461794,1,0
1374,Albertus Magnus College,CT,Private,460.0,430.0,890.0,23.0,414.2537637435972,505.7462362564028,390.67772052771244,469.32227947228756,21.259858154496555,24.740141845503445,353.0,340.0,103.0,17.0,45.0,416.0,230.0,13290.0,13290.0,5720.0,5720.0,2060.983830845771,200.0,500.0,1500.0,90.0,93.0,11.5,26.0,8861.0,63.0,1,0
1378,Central Connecticut State University,CT,Public,457.0,414.0,871.0,22.234338747099766,400.0,510.0,370.0,460.0,19.716602984622803,24.59198170215222,4158.0,2532.0,902.0,6.0,24.0,6394.0,3881.0,1842.0,5962.0,4444.0,2384.0,2060.0,1298.0,500.0,985.0,69.0,73.0,16.7,4.0,4900.0,49.0,0,1
1379,Connecticut College,CT,Private,603.0,571.5,1174.5,22.234338747099766,550.0,656.0,517.0,626.0,19.716602984622803,24.59198170215222,3035.0,1546.0,438.0,42.0,93.0,1630.0,232.0,18740.0,18740.0,6300.0,2935.0,3365.0,210.0,600.0,500.0,86.0,95.0,10.7,40.0,14773.0,91.0,1,0
1380,Western Connecticut State University,CT,Public,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,2486.0,1503.0,528.0,7.0,23.0,2818.0,1861.0,1842.0,5962.0,3936.0,2174.0,1762.0,1218.0,549.9728867623604,1389.2917038358607,69.0,76.0,15.5,20.91296296296296,5920.0,60.40531561461794,0,1
1385,Fairfield University,CT,Private,560.0,498.0,1058.0,25.0,510.0,610.0,450.0,540.0,23.259858154496555,26.740141845503445,4784.0,3346.0,781.0,30.0,66.0,2984.0,1037.0,15000.0,15000.0,6200.0,6200.0,2060.983830845771,310.0,700.0,1100.0,86.0,90.0,15.1,30.0,11220.0,94.0,1,0
1397,University of New Haven,CT,Private,495.0,434.0,929.0,22.234338747099766,450.0,580.0,400.0,550.0,19.716602984622803,24.59198170215222,1651.0,1412.0,336.0,25.67197750702905,11.0,1411.0,1914.0,10600.0,10600.0,5020.0,3120.0,1900.0,200.0,500.0,1389.2917038358607,79.0,90.0,15.6,6.0,7033.0,79.0,1,0
1401,Teikyo Post University,CT,Private,512.9771739130434,466.6125,979.3584598698482,22.234338747099766,453.88756199353594,570.0678727890721,412.9242419979357,519.5290188716301,19.716602984622803,24.59198170215222,345.0,297.0,92.0,13.0,26.0,570.0,1273.0,11300.0,11300.0,5400.0,5400.0,2060.983830845771,250.0,400.0,1000.0,30.0,37.0,12.2,2.0,9310.0,60.40531561461794,1,0
