FICE (Federal ID number),College name,State (postal code),"Type  (I, IIA, or IIB)",Average salary - full professors,Average salary - associate professors,Average salary - assistant professors,Average salary - all ranks,Average compensation - full professors,Average compensation - associate professors,Average compensation - assistant professors,Average compensation - all ranks,Number of full professors,Number of associate professors,Number of assistant professors,Number of instructors,Number of faculty - all ranks
3227,Willamette University,OR,IIB,59600.0,39000.0,34500.0,47800,75800.0,52400.0,46600.0,62100,69,43,28,4,145
3229,Albright College,PA,IIB,48800.0,39600.0,35900.0,43000,64800.0,51400.0,45100.0,56200,39,21,15,3,79
3230,Allegheny College,PA,IIB,57600.0,41400.0,33200.0,41500,74400.0,53700.0,41800.0,53200,36,46,54,8,144
3233,Alvernia College,PA,IIB,40200.0,31500.0,29500.0,30300,50600.0,37000.0,34700.0,36100,7,12,30,11,60
3235,Beaver College,PA,IIA,49600.0,40500.0,35300.0,38100,65200.0,53200.0,46200.0,50000,12,20,32,2,68
3237,Bryn Mawr College,PA,IIA,62000.0,46600.0,37900.0,51100,76700.0,60500.0,47800.0,63900,65,23,20,3,129
3238,Bucknell University,PA,IIA,65800.0,49700.0,41500.0,52800,84000.0,63700.0,54200.0,67800,84,85,73,1,243
3241,Cabrini College,PA,IIB,47100.0,41639.555555555555,35400.0,39800,59700.0,52379.28888888889,44800.0,50300,15,5,18,3,41
3242,Carnegie-Mellon University,PA,I,82900.0,56600.0,49900.0,67800,99400.0,69100.0,61700.0,82000,256,138,125,4,523
3243,Cedar Crest College,PA,IIB,47500.0,39200.0,31800.0,37500,59100.0,49500.0,39200.0,46800,14,17,29,0,60
3244,Chatham College,PA,IIB,49200.0,39700.0,32300.0,39400,62800.0,50300.0,40700.0,50000,13,12,16,2,43
3245,Chestnut Hill College,PA,IIB,52414.45562671546,32200.0,27700.0,31100,65348.7648673376,40000.0,34800.0,39100,5,10,18,4,37
3247,College Misericordia,PA,IIB,49300.0,42500.0,34600.0,37700,57800.0,50800.0,42000.0,45500,9,22,48,5,84
3252,Del. Valley Coll/Sci.&Agr.,PA,IIB,50400.0,41100.0,34700.0,37900,64900.0,51100.0,42600.0,47300,10,27,21,15,73
3253,Dickinson College,PA,IIB,62200.0,46800.0,38000.0,46600,79700.0,60100.0,47800.0,59300,35,47,51,7,144
3256,Drexel University,PA,I,67400.0,49600.0,45900.0,56800,84300.0,61900.0,57000.0,70900,153,114,73,0,341
3258,Duquesne University,PA,IIA,60200.0,46900.0,39300.0,47500,75300.0,59700.0,49700.0,60100,98,97,113,28,336
3259,Eastern College,PA,IIA,44200.0,34200.0,32900.0,36300,63600.0,41300.0,39800.0,47300,19,17,17,4,57
3262,Elizabethtown College,PA,IIB,55200.0,45600.0,37100.0,44800,71800.0,58100.0,46500.0,57100,30,39,26,6,105
3265,Franklin and Marshall Coll.,PA,IIB,67500.0,48100.0,38700.0,51700,90200.0,65300.0,51900.0,69400,56,43,44,9,152
3266,Gannon University,PA,IIA,45300.0,37700.0,34100.0,36500,58600.0,48900.0,43400.0,46900,35,54,76,17,182
3267,Geneva College,PA,IIB,41600.0,36600.0,31200.0,36600,52700.0,47500.0,40200.0,46900,17,17,16,0,50
3268,Gettysburg College,PA,IIB,62700.0,47500.0,40000.0,48500,82000.0,63000.0,51600.0,63700,38,65,28,20,151
3270,Gwynedd-Mercy College,PA,IIB,35600.0,31600.0,26900.0,28000,42800.0,38300.0,33000.0,34100,13,18,51,16,98
3274,Haverford College,PA,IIB,65300.0,49800.0,39200.0,52100,87600.0,70200.0,55100.0,71600,40,19,33,3,95
3275,Holy Family College,PA,IIB,48000.0,39500.0,33500.0,36400,59900.0,50400.0,43200.0,46500,12,14,33,16,75
3276,Immaculata College,PA,IIB,45100.0,40600.0,31000.0,38500,57200.0,52100.0,39900.0,49200,10,8,8,2,28
3277,Indiana University of Penn.,PA,IIA,67500.0,54100.0,42500.0,54600,85900.0,70800.0,57100.0,71100,243,201,173,41,658
3278,Thomas Jefferson University,PA,IIA,52414.45562671546,50500.0,42800.0,44100,65348.7648673376,67800.0,55800.0,57800,5,9,24,18,59
3279,Juniata College,PA,IIB,48800.0,39100.0,31600.0,41900,63400.0,49700.0,42700.0,54500,36,20,16,2,74
3282,King's College,PA,IIB,49800.0,42700.0,35400.0,40900,64100.0,54800.0,44400.0,52000,22,28,45,0,95
3284,Lafayette College,PA,IIB,68600.0,51700.0,41900.0,50600,87300.0,66800.0,53600.0,64700,37,62,71,8,179
3287,La Salle University,PA,IIA,58500.0,48200.0,42600.0,47000,73300.0,61600.0,54300.0,59700,30,80,95,4,209
3288,Lebanon Valley College,PA,IIB,47200.0,40100.0,36200.0,41900,59300.0,51200.0,46600.0,53100,28,21,17,1,67
3289,Lehigh University,PA,I,75700.0,54300.0,44800.0,63500,95500.0,70000.0,56800.0,80500,216,118,77,4,416
3290,Lincoln University,PA,IIB,51600.0,40000.0,34800.0,39300,62800.0,49200.0,43300.0,48600,22,26,18,12,87
3293,Lycoming College,PA,IIB,50200.0,43600.0,35200.0,39500,65600.0,57500.0,44200.0,50700,16,26,33,11,86
3296,Marywood College,PA,IIA,51400.0,42900.0,35600.0,41200,63500.0,52400.0,44300.0,50800,25,41,52,3,121
3297,Mercyhurst College,PA,IIB,44400.0,39000.0,31200.0,33900,59200.0,49700.0,39000.0,42900,15,25,46,15,101
3298,Messiah College,PA,IIB,48100.0,40000.0,35100.0,39300,62100.0,51400.0,44600.0,50500,34,37,45,15,131
3301,Moravian College,PA,IIB,49000.0,40600.0,34300.0,42300,62400.0,51600.0,43000.0,53700,35,29,19,3,86
3303,Carlow College,PA,IIB,49700.0,38300.0,31400.0,35900,62300.0,49000.0,39700.0,45400,8,18,20,7,53
3304,Muhlenberg College,PA,IIB,58900.0,43200.0,35900.0,44900,80900.0,56800.0,46300.0,60000,36,31,37,2,115
3313,Widener University,PA,IIA,67000.0,55600.0,43900.0,52900,87000.0,71400.0,56700.0,68300,60,136,88,18,309
3315,Bloomsburg Univ. of Penn.,PA,IIA,66900.0,53800.0,42800.0,52800,85600.0,71000.0,58000.0,69600,98,109,131,10,348
3316,California Univ. of Penn.,PA,IIA,67400.0,54100.0,43600.0,54900,85000.0,70000.0,57800.0,70800,112,108,64,25,309
3317,Cheyney University of Penn.,PA,IIA,69200.0,55400.0,37900.0,55000,88400.0,73200.0,53000.0,72500,35,35,21,7,98
3320,East Stroudsburg University,PA,IIA,67600.0,53100.0,41500.0,52600,85800.0,69600.0,55600.0,68600,95,72,85,20,272
3321,Edinboro University of Penn.,PA,IIA,67600.0,54500.0,42400.0,51600,87000.0,71400.0,57000.0,67900,111,86,169,26,392
3322,Kutztown Univ. of Penn.,PA,IIA,66900.0,54400.0,41800.0,52800,84700.0,70700.0,55800.0,68500,119,117,122,25,383
3323,Lock Haven University,PA,IIB,67600.0,54400.0,41700.0,50800,82000.0,67500.0,52700.0,63100,46,64,61,26,197
3324,Mansfield Univ. of Penn.,PA,IIB,66500.0,53200.0,42800.0,51600,83900.0,69000.0,56800.0,67000,47,60,58,14,179
3325,Millersville Univ. of Penn.,PA,IIA,66000.0,55200.0,42900.0,54900,84200.0,72300.0,57600.0,71600,117,97,100,6,320
3326,Shippensburg University,PA,IIA,67300.0,54500.0,42500.0,57300,84800.0,70600.0,56700.0,73500,148,67,83,3,301
3327,Slippery Rock Univ. of Penn.,PA,IIA,67500.0,53200.0,43100.0,53700,83600.0,67000.0,55200.0,67600,127,104,138,11,380
3328,West Chester Univ. of Penn.,PA,IIA,66700.0,54000.0,43100.0,53300,82100.0,68000.0,55400.0,67100,136,163,176,8,483
3354,Phila.Coll.of Textiles&Sci.,PA,IIB,53800.0,42500.0,36200.0,41700,69300.0,57100.0,45200.0,53800,17,28,39,1,85
3357,Point Park College,PA,IIB,41100.0,33100.0,29000.0,35700,51900.0,43000.0,36300.0,45200,33,19,17,1,73
3359,Robert Morris College,PA,IIB,57500.0,45400.0,40600.0,43800,72400.0,57600.0,51300.0,55400,11,43,42,7,103
3362,Seton Hill College,PA,IIB,48900.0,38000.0,32900.0,36800,57500.0,47900.0,40300.0,45300,7,23,24,1,56
3366,Saint Francis College,PA,IIB,47200.0,39200.0,32300.0,37500,57300.0,48100.0,40300.0,46300,20,14,24,8,66
3367,St. Joseph's University,PA,IIA,59400.0,48400.0,42700.0,48700,76400.0,62800.0,53900.0,62300,39,50,63,2,154
3368,Saint Vincent College,PA,IIB,43600.0,39900.0,31700.0,36300,60300.0,54000.0,40600.0,48100,14,20,20,10,64
3369,Susquehanna University,PA,IIB,53400.0,42000.0,35900.0,42200,66100.0,51900.0,44300.0,52100,25,26,33,5,89
3370,Swarthmore College,PA,IIB,70400.0,51900.0,41700.0,56200,86800.0,65100.0,52600.0,69900,68,44,47,2,163
3371,Temple University,PA,I,73600.0,57900.0,45400.0,60600,91300.0,72400.0,56800.0,75500,490,332,291,37,1150
3376,Thiel College,PA,IIB,40800.0,34200.0,28700.0,36900,53400.0,44300.0,37600.0,48100,33,14,10,1,58
3378,University of Pennsylvania,PA,I,88100.0,62200.0,53200.0,74400,108600.0,83100.0,71200.0,94500,541,240,212,0,993
3379,Univ. of Pittsburgh-Main,PA,I,73600.0,51600.0,42100.0,54700,91000.0,65300.0,53700.0,68800,427,402,373,63,1325
3380,Univ. of Pittsburgh-Bradford,PA,IIB,48900.0,41800.0,34000.0,37300,61900.0,51700.0,41900.0,46400,8,14,25,8,55
3381,Univ. of Pittsburgh-Grnsburg,PA,IIB,47800.0,40100.0,31400.0,36900,60200.0,50700.0,40100.0,46700,9,23,14,10,56
3382,Univ. of Pittsburgh-Johnstwn,PA,IIB,55400.0,43000.0,32200.0,40400,70400.0,53800.0,40100.0,50700,16,63,32,17,133
3384,University of Scranton,PA,IIA,56500.0,47900.0,43700.0,47500,73600.0,63200.0,57100.0,62100,51,86,95,5,242
3385,Ursinus College,PA,IIB,52800.0,41900.0,35400.0,43400,68600.0,54700.0,45800.0,56300,32,28,29,2,91
3388,Villanova University,PA,IIA,72600.0,53500.0,43800.0,53600,91200.0,69800.0,58600.0,69800,133,143,206,21,503
3389,Washington & Jefferson Coll.,PA,IIB,54900.0,48000.0,37300.0,47300,68900.0,60800.0,49400.0,60200,33,29,18,7,87
3391,Waynesburg College,PA,IIB,40700.0,33200.0,29700.0,33300,54100.0,45300.0,39900.0,45100,20,11,22,11,67
3392,Westminster College,PA,IIB,49700.0,41000.0,33700.0,42300,60300.0,49800.0,39400.0,50800,47,12,24,10,93
3394,Wilkes University,PA,IIA,49900.0,43000.0,33800.0,40900,61200.0,53400.0,40800.0,50200,31,53,53,0,138
3396,Wilson College,PA,IIB,32200.0,31400.0,26900.0,29400,40200.0,36600.0,31500.0,35000,8,9,12,3,32
3399,York College of Pennsylvania,PA,IIB,61500.0,51200.0,41400.0,46400,80900.0,66400.0,53700.0,60300,13,32,67,1,113
3986,Alltwn.Coll.St.Francis Sales,PA,IIB,48600.0,41500.0,34200.0,36500,59400.0,53200.0,42900.0,45800,6,19,33,10,68
3987,La Roche College,PA,IIB,43300.0,36400.0,30200.0,35100,51800.0,43800.0,35500.0,41900,11,12,21,0,44
3988,Neumann College,PA,IIB,52414.45562671546,32800.0,29600.0,30700,65348.7648673376,45700.0,39900.0,41500,5,9,27,3,44
6965,Penn State Univ.-Main Campus,PA,I,72100.0,50900.0,41700.0,52200,88700.0,64200.0,52500.0,65200,622,449,427,160,1799
9235,Clarion University of Penn.,PA,IIA,64900.0,53900.0,41900.0,51700,82400.0,69400.0,54900.0,66500,100,92,110,22,324
3401,Brown University,RI,I,75200.0,51500.0,43300.0,62500,95600.0,65900.0,55400.0,79700,286,100,111,0,514
3402,Bryant College,RI,IIB,63200.0,58200.0,50200.0,55600,81200.0,74600.0,62900.0,70900,40,43,45,0,135
3406,Providence College,RI,IIA,63300.0,52600.0,41800.0,48900,82700.0,71200.0,54400.0,64600,43,68,93,15,219
3407,Rhode Island College,RI,IIA,51800.0,44200.0,38100.0,45300,67500.0,58100.0,50400.0,59400,125,101,96,1,323
3409,Rhode Island School Design,RI,IIB,55800.0,42700.0,35100.0,44400,73900.0,57600.0,48400.0,59800,35,49,34,0,118
3411,Salve Regina University,RI,IIA,49500.0,39700.0,32700.0,38500,62000.0,49600.0,40600.0,48100,29,43,37,14,124
3414,University of Rhode Island,RI,I,63000.0,47300.0,41600.0,54100,81300.0,62200.0,54800.0,70300,334,187,135,3,659
4917,Roger Williams University,RI,IIB,52414.45562671546,41639.555555555555,35192.70008795075,46400,65348.7648673376,52379.28888888889,44211.257695690416,60500,0,0,0,0,104
3419,Charleston Southern Univ.,SC,IIB,42900.0,35600.0,29900.0,32700,51800.0,43000.0,35900.0,39500,12,20,29,6,72
3420,Benedict College,SC,IIB,32000.0,26000.0,24100.0,25700,38100.0,31100.0,28900.0,30800,21,10,29,18,78
3422,Central Wesleyan College,SC,IIB,29300.0,24700.0,21400.0,26400,36600.0,31100.0,26100.0,32900,20,7,9,0,36
3423,Citadel Military Coll.of SC,SC,IIA,46900.0,40500.0,33200.0,42100,57600.0,50200.0,41500.0,52000,65,59,24,0,148
3425,Clemson University,SC,I,60200.0,44100.0,37500.0,46600,72800.0,54400.0,46500.0,57100,296,224,191,42,801
3427,Coker College,SC,IIB,42500.0,35900.0,31800.0,35800,52100.0,42500.0,37800.0,43000,14,9,18,2,43
3428,College of Charleston,SC,IIA,47500.0,41000.0,32000.0,37400,58100.0,50500.0,39900.0,46200,68,102,118,32,320
3430,Columbia College,SC,IIB,41500.0,35500.0,33000.0,35800,51500.0,44100.0,40200.0,44200,23,25,15,9,76
3431,Converse College,SC,IIB,46700.0,38400.0,31700.0,37200,58200.0,49500.0,40200.0,47300,12,31,23,3,69
3432,Erskine College,SC,IIB,42000.0,41639.555555555555,29700.0,35500,52700.0,52379.28888888889,36600.0,44400,19,5,14,2,40
3434,Furman University,SC,IIB,55100.0,41400.0,34300.0,45300,71900.0,53000.0,43000.0,58300,86,39,54,6,185
3435,Lander University,SC,IIB,45300.0,38100.0,34300.0,38000,55700.0,47200.0,42700.0,47000,34,31,41,4,114
3436,Limestone College,SC,IIB,27700.0,28200.0,25000.0,26400,31900.0,32800.0,28700.0,30300,7,8,11,2,28
3439,Morris College,SC,IIB,52414.45562671546,27800.0,25200.0,26900,65348.7648673376,31400.0,28500.0,30300,5,16,21,4,46
3440,Newberry College,SC,IIB,35100.0,29000.0,24300.0,28700,41100.0,34400.0,29000.0,33900,11,19,11,5,46
3445,Presbyterian College,SC,IIB,50300.0,37600.0,31600.0,39700,63700.0,47800.0,39500.0,50100,26,22,22,5,75
3446,South Carolina State College,SC,IIB,45800.0,37900.0,30700.0,35000,56100.0,46700.0,38200.0,43200,59,58,77,36,255
3448,Univ. South Carolina-Main,SC,I,58500.0,43600.0,38500.0,47500,70500.0,53200.0,47200.0,57700,417,335,194,60,1034
3449,Univ. South Carolina-Aiken,SC,IIB,46100.0,39200.0,31700.0,37400,56300.0,48100.0,39200.0,45700,30,39,36,12,117
3451,Coastal Carolina University,SC,IIB,43700.0,37700.0,31400.0,34000,53500.0,46400.0,38900.0,41900,23,43,49,28,143
3455,Voorhees College,SC,IIB,52414.45562671546,41639.555555555555,25400.0,23300,65348.7648673376,52379.28888888889,28700.0,26500,1,3,12,14,30
3456,Winthrop University,SC,IIA,46400.0,37800.0,32700.0,37800,57800.0,47400.0,41300.0,47400,73,78,70,19,242
3457,Wofford College,SC,IIB,53700.0,41300.0,36700.0,44800,66200.0,51900.0,46900.0,56000,24,27,11,2,64
6951,Univ. South Carolina-Sprtbrg,SC,IIB,43300.0,36800.0,30300.0,36600,52900.0,45200.0,37600.0,45000,49,43,16,21,132
9226,Francis Marion University,SC,IIB,47600.0,39400.0,32800.0,38700,58500.0,48800.0,41000.0,48000,64,37,40,25,166
3458,Augustana College,SD,IIB,43400.0,38200.0,32200.0,36400,57600.0,51900.0,42900.0,48700,34,22,45,7,108
3459,Black Hills State University,SD,IIB,41000.0,34100.0,30300.0,32900,48700.0,40900.0,36600.0,39600,24,13,50,11,98
3461,Dakota Wesleyan University,SD,IIB,52414.45562671546,29000.0,24600.0,25700,65348.7648673376,35600.0,30200.0,31700,4,11,13,7,36
3463,Dakota State University,SD,IIB,46900.0,35700.0,34900.0,35100,55400.0,42700.0,41900.0,42000,9,11,24,12,56
3466,Northern State University,SD,IIA,41700.0,33300.0,29700.0,33700,49800.0,40200.0,36200.0,40700,27,30,35,12,104
3469,Sioux Falls College,SD,IIB,37600.0,30800.0,28900.0,31100,46300.0,38800.0,36400.0,39100,7,12,15,2,36
3470,South Dakota Sch.Min.& Tech.,SD,IIA,47300.0,41400.0,36200.0,41900,56200.0,49500.0,43500.0,50000,45,28,26,5,104
3471,South Dakota State Univ.,SD,IIA,44000.0,36800.0,32600.0,36800,52100.0,44000.0,39200.0,44000,132,67,122,44,367
10300,University of South Dakota,SD,I,48000.0,36400.0,34000.0,36200,57000.0,43800.0,41000.0,43600,88,75,134,55,352
3478,Austin Peay State University,TN,IIA,48200.0,36200.0,31400.0,37400,58100.0,44500.0,39000.0,45800,86,47,102,17,252
3479,Belmont University,TN,IIA,48400.0,37200.0,31500.0,38200,57300.0,44500.0,37700.0,45500,42,54,45,7,148
3480,Bethel College,TN,IIB,28700.0,41639.555555555555,25500.0,26200,34500.0,52379.28888888889,30700.0,32300,9,4,9,5,27
3481,Carson-Newman College,TN,IIB,39300.0,33400.0,28600.0,32400,47500.0,40500.0,33900.0,39000,32,33,41,11,117
3482,Christian Brothers Univ.,TN,IIB,41400.0,34700.0,31200.0,34500,50900.0,43500.0,39500.0,43200,22,28,32,4,86
3486,David Lipscomb University,TN,IIB,45300.0,37400.0,30800.0,36500,56100.0,47300.0,37400.0,45100,33,22,25,17,97
3487,East Tennessee State Univ.,TN,IIA,51900.0,44900.0,35800.0,41100,62900.0,54800.0,44100.0,50400,129,124,165,68,486
3490,Fisk University,TN,IIB,38300.0,36900.0,26900.0,31900,45100.0,43700.0,31400.0,37500,17,19,17,2,65
3492,Freed-Hardeman University,TN,IIB,38200.0,32600.0,27100.0,30500,45400.0,40100.0,34600.0,37400,16,23,20,9,69
3498,Lambuth University,TN,IIB,31600.0,28800.0,28300.0,29400,40500.0,38000.0,36300.0,37900,15,9,16,2,42
3500,Lee College,TN,IIB,35000.0,32000.0,28400.0,29700,43100.0,40700.0,33400.0,36000,12,20,29,13,74
3505,Maryville College,TN,IIB,42900.0,35100.0,28900.0,33800,52000.0,41900.0,34800.0,40600,12,14,19,4,49
3509,Memphis State University,TN,I,55800.0,42500.0,37600.0,44300,67400.0,52200.0,46400.0,54200,264,194,193,71,722
3510,Middle Tenn. State Univ.,TN,IIA,54200.0,41800.0,33600.0,41000,65400.0,51100.0,41600.0,50100,202,167,224,76,669
3511,Milligan College,TN,IIB,39800.0,33400.0,29100.0,34700,46500.0,40400.0,33700.0,41000,21,16,15,0,52
3518,Southern C.Seventh-Day Advts,TN,IIB,27000.0,26100.0,24900.0,26000,34800.0,33100.0,32200.0,33400,34,32,19,5,90
3519,Rhodes College,TN,IIB,57500.0,44600.0,35300.0,43000,74100.0,56600.0,42800.0,53800,23,37,46,4,110
3522,Tennessee State University,TN,IIA,47700.0,41800.0,33000.0,40700,59500.0,52400.0,42000.0,51200,111,78,71,28,288
3523,Tennessee Technological Univ,TN,IIA,54700.0,42400.0,34600.0,43600,66400.0,52700.0,43900.0,54000,146,98,100,32,376
3527,Tusculum College,TN,IIB,35300.0,32700.0,29000.0,31400,42600.0,39600.0,34000.0,37300,6,7,14,0,27
3528,Union University,TN,IIB,39600.0,36100.0,31800.0,33200,49600.0,45400.0,39600.0,41400,18,22,52,20,112
3529,Univ. of Tenn.at Chattanooga,TN,IIA,49400.0,42000.0,36500.0,42800,62800.0,52500.0,45200.0,53800,113,60,79,11,263
3530,Univ.of Tennessee-Knoxville,TN,I,60000.0,45400.0,40200.0,50100,75600.0,57000.0,50000.0,63000,535,325,202,65,1139
3531,Univ.of Tennessee-Martin,TN,IIA,47300.0,40900.0,33700.0,41300,61500.0,50900.0,42600.0,52700,103,57,48,17,225
3534,University of the South,TN,IIB,57800.0,42700.0,34700.0,48500,75900.0,57100.0,44700.0,63600,53,20,18,6,99
3535,Vanderbilt University,TN,I,80700.0,52200.0,43200.0,61200,98800.0,65100.0,53800.0,75600,289,160,177,9,657
6725,Univ. of Tennessee- Memphis,TN,I,60500.0,46100.0,40300.0,48600,75700.0,57600.0,50200.0,60700,53,60,40,11,164
3537,Abilene Christian University,TX,IIA,42400.0,37500.0,33900.0,37600,55500.0,49100.0,41800.0,49400,68,42,36,14,160
3541,Angelo State University,TX,IIB,48500.0,42500.0,36900.0,39800,61800.0,54900.0,48400.0,51700,68,27,40,45,180
3543,Austin College,TX,IIB,50800.0,39400.0,32000.0,41800,62900.0,50000.0,39000.0,51800,37,20,23,4,84
3564,East Texas Baptist Univ.,TX,IIB,37700.0,31800.0,32500.0,32900,46000.0,40900.0,40300.0,40900,19,9,17,10,55
3565,East Texas State University,TX,IIA,49400.0,37800.0,35100.0,41800,62500.0,48700.0,45600.0,53600,107,66,58,13,248
3571,Hardin-Simmons University,TX,IIA,37800.0,31100.0,29500.0,33000,45700.0,38000.0,35700.0,40000,39,11,25,9,84
3576,Houston Baptist University,TX,IIA,40800.0,36300.0,31400.0,34500,50700.0,45600.0,39700.0,43400,34,19,43,15,111
3581,Lamar University-Beaumont,TX,IIA,48200.0,38200.0,33400.0,36100,59100.0,47500.0,41700.0,44700,82,81,91,64,343
3584,LeTourneau University,TX,IIB,40400.0,34300.0,31900.0,34900,52500.0,43100.0,42800.0,44900,15,18,11,6,50
3592,Midwestern State University,TX,IIA,49100.0,41800.0,36200.0,39900,61300.0,52800.0,46300.0,50500,42,45,54,20,162
3594,University of North Texas,TX,I,55100.0,44300.0,38200.0,44800,67400.0,55000.0,47900.0,55500,249,203,234,5,751
3598,Our Lady of the Lake Univ.,TX,IIA,49900.0,40500.0,34600.0,37900,57700.0,46900.0,39900.0,43700,24,25,30,21,101
3599,Univ. of Texas-Pan Amer.Univ,TX,IIA,50300.0,42600.0,34300.0,36700,62500.0,53600.0,43900.0,46700,63,85,109,109,369
3604,Rice University,TX,I,80900.0,54800.0,48100.0,66300,99200.0,68200.0,59300.0,81600,224,89,91,8,422
3606,Sam Houston State University,TX,IIA,49700.0,40300.0,34100.0,40800,63300.0,52300.0,45100.0,52900,147,63,116,10,365
3610,Schreiner College,TX,IIB,35400.0,30000.0,25700.0,28200,42500.0,36300.0,31300.0,34300,12,8,8,12,40
3613,Southern Methodist Univ.,TX,I,73300.0,50500.0,46300.0,55000,91800.0,63600.0,57000.0,68700,158,154,135,5,483
3615,Southwest Texas State Univ.,TX,IIA,49500.0,41000.0,32800.0,38500,61900.0,52100.0,42600.0,49200,209,135,204,53,662
3620,Southwestern University,TX,IIB,62700.0,47000.0,37300.0,47800,76300.0,58100.0,46500.0,59000,22,33,25,3,83
3621,St. Edward's University,TX,IIB,46900.0,38500.0,33100.0,38000,55200.0,45400.0,39200.0,44800,12,45,24,2,83
3623,St. Mary's University,TX,IIA,65200.0,47400.0,38300.0,50200,74400.0,56000.0,45200.0,58500,58,57,49,5,169
3624,Stephen F.Austin State Univ.,TX,IIA,47300.0,37900.0,33800.0,38000,58200.0,47800.0,43400.0,48100,138,74,114,37,391
3625,Sul Ross State University,TX,IIB,44000.0,36800.0,31000.0,35400,56200.0,47400.0,41000.0,46200,34,15,24,8,95
3630,Prairie View A&M University,TX,IIA,48500.0,42100.0,34700.0,36900,61600.0,54200.0,45500.0,48100,34,58,64,73,232
3631,Tarleton State University,TX,IIA,44600.0,39900.0,34700.0,35400,57000.0,51600.0,45500.0,46200,42,48,48,62,204
3636,Texas Christian University,TX,I,65400.0,47700.0,42300.0,51100,81100.0,59900.0,51800.0,63200,107,109,99,9,336
3639,Texas A&M Univ.-Kingsville,TX,IIA,46700.0,39300.0,34800.0,38600,58900.0,50200.0,45000.0,49400,72,51,41,12,192
3641,Texas Lutheran College,TX,IIB,45800.0,37000.0,31300.0,36500,56400.0,45600.0,38600.0,44900,20,13,20,8,61
3642,Texas Southern University,TX,I,55100.0,45500.0,36600.0,42300,68400.0,57300.0,46900.0,53500,83,82,104,50,331
3644,Texas Tech University,TX,I,61000.0,42900.0,36300.0,46800,76200.0,55000.0,47200.0,59500,270,216,220,14,742
3645,Texas Wesleyan University,TX,IIB,45600.0,53600.0,29800.0,43900,57000.0,65600.0,37000.0,54400,42,30,15,9,96
3646,Texas Woman's University,TX,I,49900.0,40100.0,34200.0,39600,62300.0,50700.0,43800.0,50100,93,107,101,40,353
3647,Trinity University,TX,IIA,69600.0,47700.0,38900.0,54800,86000.0,61000.0,49700.0,68600,95,61,57,3,216
3651,University of Dallas,TX,IIA,47400.0,43200.0,36400.0,39500,57800.0,55000.0,44600.0,48900,23,35,25,1,108
3652,University of Houston,TX,I,68100.0,46200.0,39800.0,52000,83600.0,58500.0,51000.0,65100,341,288,238,24,903
3656,Univ. of Texas at Arlington,TX,I,58100.0,43800.0,39500.0,45500,72400.0,55700.0,50600.0,57700,185,224,137,0,608
3658,Univ. of Texas at Austin,TX,I,73200.0,47600.0,43200.0,57700,88800.0,59900.0,54800.0,71300,997,439,480,30,2099
3661,Univ. of Texas at El Paso,TX,IIA,52200.0,41700.0,36500.0,40400,67900.0,55200.0,48800.0,53500,101,122,142,10,423
3663,Wayland Baptist Univ.,TX,IIB,43300.0,27800.0,25200.0,31100,50200.0,33800.0,36200.0,38700,18,19,15,10,62
3665,West Texas A&M University,TX,IIA,46700.0,35800.0,32600.0,34000,58300.0,45700.0,41900.0,43500,65,35,58,58,228
6967,Baylor University,TX,I,61900.0,47400.0,39700.0,47600,79100.0,61000.0,50400.0,60700,226,131,103,7,601
9651,Texas A&M Internat'l Univ.,TX,IIB,44500.0,43200.0,38000.0,40400,57000.0,55400.0,49400.0,52200,10,16,18,4,48
9741,Univ. of Texas at Dallas,TX,I,66100.0,50500.0,45100.0,55700,81000.0,63400.0,57100.0,69200,89,58,59,1,207
9930,Univ. of Texas -Permian Bsn.,TX,IIB,45700.0,39300.0,34800.0,38400,57600.0,50100.0,44900.0,49100,21,18,26,6,76
10115,Univ. of Texas -San Antonio,TX,IIA,54600.0,44100.0,37900.0,42900,68500.0,56200.0,48900.0,54800,61,120,108,6,314
10298,Texas A&M Univ.at Galveston,TX,IIB,57000.0,36800.0,37600.0,39300,71400.0,47500.0,48200.0,50300,15,15,8,0,63
10366,Texas A & M University-Main,TX,I,64500.0,46000.0,39400.0,50500,79800.0,58700.0,50900.0,63700,652,424,305,2,1546
11161,Texas A&M U.-Corpus Christi,TX,IIA,47500.0,39600.0,33400.0,40000,60400.0,51300.0,44000.0,51700,49,44,45,4,142
11163,Univ. of Texas at Tyler,TX,IIA,52200.0,42100.0,35900.0,40900,66600.0,54800.0,49600.0,53800,39,37,24,0,133
11711,Univ. of Houston-Clear Lake,TX,IIA,55800.0,47900.0,40900.0,46700,69600.0,60500.0,52000.0,59000,48,65,45,4,174
11854,University of Central Texas,TX,IIB,52414.45562671546,32100.0,27900.0,30200,65348.7648673376,39200.0,35000.0,36800,2,7,8,2,19
12826,Univ. of Houston-Downtown,TX,IIB,50300.0,40400.0,33600.0,36500,62800.0,50700.0,42900.0,46300,20,53,44,1,153
13231,Univ. of Houston-Victoria,TX,IIB,52414.45562671546,38900.0,31900.0,35500,65348.7648673376,49800.0,41100.0,45600,5,11,11,2,29
29269,East Texas State U-Texarkana,TX,IIB,48000.0,37300.0,35192.70008795075,42900,61600.0,49000.0,44211.257695690416,55600,20,6,2,4,32
3670,Brigham Young University,UT,I,66100.0,50400.0,43100.0,54300,85100.0,66800.0,57700.0,71100,577,382,304,49,1372
